textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
3a3311f512, no not at all. I MISS GIRLFRIENDS!!!!  i have all the seasons.,. I MISS GIRLFRIENDS!!,negative,noon,60-70,North Korea,25778816,120410.0,214
3a847a944a, is it bad that I sort of want her to miss me?  I know I will be missing her.,e missing,negative,morning,0-20,Nigeria,206139589,910770.0,226
42bfc2c86f,"is disappointed to learn Newark, OH cancelled their july 4 fireworks due to the economy",disappointed,negative,night,31-45,Bolivia,11673021,1083300.0,11
d24d4f41b3, you should do an # for the safesex topic,you should do an # for the safesex topic,neutral,night,70-100,Croatia,4105267,55960.0,73
20c9c1300d,"Happy Mothers Day all!  Hugs and love, Zoe",Happy Mothers Day all!,positive,night,70-100,Vietnam,97338579,310070.0,314
09d574699e, It`s becoming a very tough race. Linda is indeed very talented. But someone has to go every week.  We cut two this week.,tough,negative,night,70-100,Czechia (Czech Republic),10708981,77240.0,139
14d71b9665,'Never give up on something you can`t go a day without thinking about.' I like that quote.,I like that quote.,positive,noon,60-70,Saint Kitts and Nevis,53199,260.0,205
11822e055c,"i feel like i`m quarantined everywhere i go... pinkeye, go away already!","i feel like i`m quarantined everywhere i go... pinkeye, go away already!",negative,noon,21-30,Iceland,341243,100250.0,3
425c250427, Thanks for getting me bottled water.,Thanks,positive,night,31-45,Guatemala,17915568,107160.0,167
0bdbdc85ff,listenin do da beach girl5 on itunes,listenin do da beach girl5 on itunes,neutral,noon,60-70,Oman,5106626,309500.0,16
6b33f809af,"Oh, I forgot. They weighed me at the Dr. I am at my highest weight ever.","Oh, I forgot. They weighed me at the Dr. I am at my highest weight ever.",negative,morning,0-20,Nigeria,206139589,910770.0,226
a58a3744ca,has got grass all over him,has got grass all over him,neutral,night,31-45,Peru,32971854,1280000.0,26
8e4bd833da,Happy Mothers Day to all you mom out there,Happy Mo,positive,morning,46-60,Hungary,9660351,90530.0,107
3d38947fea,listing to music while putting the finishing touches on my mothers day present and the cool part is it didn`t cost my a thing,cool,positive,morning,0-20,Lithuania,2722289,62700.0,43
59a7ac9841,On my way to Ft. Knox   http://myloc.me/1Zyg,On my way to Ft. Knox,neutral,noon,21-30,Dominican Republic,10847910,48300.0,225
3d10f395a2,10) I`m allergic to hot wax,allergic,negative,morning,0-20,Papua New Guinea,8947024,452860.0,20
65ac6dcd89,Snap. Breaking out again,Snap.,negative,night,31-45,Belize,397628,22810.0,17
9fb39d3c8c,Only has under 200 words left to write on her assignment,Only has under 200 words left to write on her assignment,neutral,noon,60-70,Israel,8655535,21640.0,400
d3e172c552,Ok the thunder is scaring me,thunder is scaring me,negative,night,31-45,Bolivia,11673021,1083300.0,11
afeb5f1c1c,When God created man i also believed he created a million people to get on ya **** for a laff,When God created man i also believed he created a million people to get on ya **** for a laff,negative,noon,21-30,Moldova,4033963,32850.0,123
f0a9a55b94,"winding down, love having a low key day.",love,positive,morning,46-60,Ireland,4937786,68890.0,72
f49793eb70,Why are all the cool classes being offered this summer?  Boo.,Why are all the cool classes being offered this summer?  Boo.,neutral,noon,60-70,Sudan,43849260,1765048.0,25
32ed03e46d,Eating a dillybar from DQ! Yuuum,Yuuum,positive,morning,0-20,Micronesia,115023,700.0,164
4a42781a20,Blackout in the city is never good,never good,negative,morning,0-20,Jamaica,2961167,10830.0,273
4cd3252edd," ahhhh.same here with Geometry, like i said b4, if i didn`t have it, i would be graduated!! so i feel ur pain hun!",pain,negative,night,70-100,Monaco,39242,1.0,26337
a859f1faaf,So... Inconclusive. There`s still a chance i`ll need surgery. I see the doctor again in 3 weeks for more x-rays.,So... Inconclusive. There`s still a chance i`ll need surgery. I see the doctor again in 3 weeks for more x-rays.,neutral,noon,60-70,Zambia,18383955,743390.0,25
27b0984279,counting the minutes until I can go home,counting the minutes,negative,morning,0-20,Mauritania,4649658,1030700.0,5
6835f776eb, Oh no!!    Hope they get you in soon and can make you feel all better.  Hugs from the other coast!!,Hope they get you in soon and can make you feel all bett,positive,noon,21-30,Lebanon,6825445,10230.0,667
bd593a70ba,watching jackass. then bed,watching jackass. then bed,neutral,night,70-100,Madagascar,27691018,581795.0,48
b01341ffb3,not a very good day at the house,not a very good day at the house,negative,morning,46-60,Yemen,29825964,527970.0,56
a025e21634,Nothing like In `n` Out and a LOST marathon after a long day of work.,long day of work.,negative,morning,46-60,Greece,10423054,128900.0,81
fc3c764d94,Dreary bus ride home. Im rubbing my eyes out but at least I didn`t spend the day in school. Over 12 hrs well spent,Dreary bus ride home. Im rubbing my eyes out but at least I didn`t spend the day in school. Over 12 hrs well spent,neutral,morning,46-60,Benin,12123200,112760.0,108
b2ca338f9c, I think I left my conference feedback sheet in my bag. Oops. Just say Excellent for everything  Found out about it from you,Excellent,positive,noon,21-30,Nepal,29136808,143350.0,203
5ba27f7ecc,"_x Hey 'Cameron', I know it was amazing and I have sunburn too  So my mum isn`t happy,, . & my throat kills . . Still <3 it","_x Hey 'Cameron', I know it was amazing and I have sunburn too  So my mum isn`t happy,, . & my throat kills . . Still <3 it",neutral,noon,21-30,Germany,83783942,348560.0,240
04236cf85a," yip, that would be a sign that you`ve been on the dodgy sites Jo... eish boet, it ain`t cool",it ain`t cool,negative,morning,46-60,Sao Tome and Principe,219159,960.0,228
24b6dfdc81,dang i miss you  goodnight,miss,negative,night,31-45,Burkina Faso,20903273,273600.0,76
8ac971a53e,Just woke up and catching up on the nightly tweets!!,Just woke up and catching up on the nightly tweets!!,neutral,morning,46-60,Norway,5421241,365000.0,15
c9a46c5671, and  great seein you guys today!!! you look so happy  love it!! lets hang out soon!! love yall!,!! lov,positive,noon,21-30,Zambia,18383955,743390.0,25
a73348b168," Oh no! you poor thing  you must have booked the tickets before you realised it was Pat Kenny`s last night, gutted for you....",Oh no! you poor thing,negative,morning,46-60,Bosnia and Herzegovina,3280819,51000.0,64
1e8a00169a,"gotta buy the second season of  ghost whisperer now, but noo moneyy",but noo moneyy,negative,noon,60-70,Uruguay,3473730,175020.0,20
0d33871c93,"At work again, when the weather is beautifullll","At work again, when the weather is beautifullll",neutral,night,70-100,Djibouti,988000,23180.0,43
6fb6f07801, Not so good  I think that`s my fault though - didn`t use buttermilk. Recipe was on back of the flour.,y fault,negative,night,31-45,North Macedonia,2083374,25220.0,83
92388e5ae1,so busy already,so busy already,neutral,night,31-45,Chile,19116201,743532.0,26
477f82395a," No, a-ha is unfortunatelly from Norway. We have a big family happening and therefore we need some old hits",unfortunatelly,negative,morning,0-20,Yemen,29825964,527970.0,56
0ac935ce28,is excited about so R and R for mother`s day,is excited,positive,night,31-45,Ghana,31072940,227540.0,137
a1b5ebab71,"Am i really hyperventilating over my hair???  yes, i most certainly am.",hyperventilating,negative,morning,0-20,Yemen,29825964,527970.0,56
0a0e9b1035,does anyone know how to move google chrome passwords to firefox?,does anyone know how to move google chrome passwords to firefox?,neutral,morning,0-20,Ethiopia,114963588,1000000.0,115
2e89c0a139,  .... It was just alriiightt,.... It was just alriiightt,neutral,morning,0-20,Saint Vincent and the Grenadines,110940,390.0,284
833268a50f,need to get a hand,need to get a hand,neutral,morning,0-20,Burundi,11890784,25680.0,463
9c89836823,"sandwichesss, then work","sandwichesss, then work",neutral,morning,46-60,New Zealand,4822233,263310.0,18
b9c27145ee,"May have to work Saturday   I want to just rewrite it properly over the weekend, but bosses may say just get it working now.","May have to work Saturday   I want to just rewrite it properly over the weekend, but bosses may say just get it working now.",neutral,morning,46-60,Latvia,1886198,62200.0,30
d7112bcfb5,Artwork at 3AM. Gotta get this portfolio done for MECA by wednesday. Meeting with milonzzi to review it then.,Artwork at 3AM. Gotta get this portfolio done for MECA by wednesday. Meeting with milonzzi to review it then.,neutral,noon,21-30,Cyprus,1207359,9240.0,131
c451975be1, i live in manchester england but still have never been to london,i live in manchester england but still have never been to london,neutral,morning,0-20,Congo (Congo-Brazzaville),5518087,342000.0,16
63116f1dbb,Jimmy Eat World`s initials are JEW....new favorite band,favorite,positive,noon,21-30,Bulgaria,6948445,108560.0,64
f0c0d44fc6,listening to a Del Barrio records release. I think Cmyk music will have competition over minimal techno in madrid land.,listening to a Del Barrio records release. I think Cmyk music will have competition over minimal techno in madrid land.,neutral,morning,0-20,Greece,10423054,128900.0,81
644702023f,Hmm...what to make for dinner tonight???  No clue.  Don`t feel like cooking anything    Hubby wants to go away tonight.,Hmm...what to make for dinner tonight???  No clue.  Don`t feel like cooking anything    Hubby wants to go away tonigh,neutral,night,31-45,Finland,5540720,304000.0,18
131a73a3a5, she could have been a lost dog  poor girl,lost,negative,noon,60-70,Cameroon,26545863,472710.0,56
520d2410fb,Craziier are off of msn!,Craziier are off of msn!,neutral,night,70-100,Lesotho,2142249,30360.0,71
c127eed38b, Have you heard the song 'Purpose' from Avenue Q?  Your post reminds me of that.,Have you heard the song 'Purpose' from Avenue Q?  Your post reminds me of that.,neutral,morning,0-20,Brunei,437479,5270.0,83
0e26aab293,"  I`m sorry.....deep breaths, I started a program called panicaway...it has worked wonders.","I`m sorry.....deep breaths, I started a program called panicaway...it has worked wonders.",neutral,night,70-100,Madagascar,27691018,581795.0,48
b28d4dc555, it was jokes!!!  me love the mag..really!,e love,positive,night,31-45,Belize,397628,22810.0,17
55cb950187,BREAKING NEWS: GM shares are currently trading below $1.00 at only $.88 per share!!,trading below $1.00 at only $.88 per share!!,negative,noon,21-30,Iceland,341243,100250.0,3
d5431b452b, tom do u have plans to germany?  answer this for ur germany fas,tom do u have plans to germany?  answer this for ur germany fas,neutral,morning,0-20,China,1439323776,9388211.0,153
9818dd9b5d," I`m doing good thanks   And yourself? and sorry, lil busy at the moment.",good,positive,morning,0-20,Eritrea,3546421,101000.0,35
f78a892b43,Happy Mothers Day!!!!,Happy Mothers Day!!!!,positive,noon,60-70,Denmark,5792202,42430.0,137
a9d47250a3, ...Now I`m going back to bed. LOL. Enjoy your time at the gym. I`ll be sleeping.,Enjoy,positive,night,31-45,Belize,397628,22810.0,17
3eccdee746,Hulu Desktop looks nice but not for my region,Hulu Desktop looks nice,positive,night,31-45,Uzbekistan,33469203,425400.0,79
a3dd1006d5,Jamies Free Views Dead,Dead,negative,noon,60-70,Colombia,50882891,1109500.0,46
b19b0e9a54,finally seventeen,finally seventeen,neutral,night,31-45,Niger,24206644,1266700.0,19
ff2458d377, definitely dont be offended. im messing around with various twitter apps and strange things keep happening.,. im messing around,negative,noon,21-30,Togo,8278724,54390.0,152
757b11e355,Wow. Shabu.  And now HIMYM! Really feels comforting,comforting,positive,noon,60-70,Gabon,2225734,257670.0,9
5b3fe641c8,Delayed flight  San Diego to Las Vegas. Why do delayed flights feel sooooo **** depressing!,depressing!,negative,morning,0-20,Saint Vincent and the Grenadines,110940,390.0,284
63614344c1,  I got it in math and ss only,I got it in math and ss only,neutral,night,70-100,Algeria,43851044,2381740.0,18
001d289399,Last night was fun w the lightening and thunder  Today will be in the 90s,Last night was fun w,positive,morning,0-20,Timor-Leste,1318445,14870.0,89
1a83e51de1,fully understands why these cats have cabin fever! Holy ****.. I really wanna be outside!!,fully understands why these cats have cabin fever! Holy ****.. I really wanna be outside!!,neutral,night,31-45,Uzbekistan,33469203,425400.0,79
af17e0029b," i should have shouldnt i, im happy you enjoyed it cos im thoughtful like that you see, and YAYA i hav 20 followers  woop",im happy you enjoyed it,positive,noon,21-30,Colombia,50882891,1109500.0,46
0c4d2b0cab,still needs another 6 hours of sleep,still needs another 6 hours of sleep,neutral,noon,60-70,Iran,83992949,1630000.0,52
1323765761,Feeling pretty tired and lonely,Feeling pretty tired and lonely,negative,night,70-100,Netherlands,17134872,33720.0,508
c225e9d712," hows the peas doin? if you meet them, tell them i said hello","hows the peas doin? if you meet them, tell them i said hello",neutral,night,31-45,Gambia,2416668,10120.0,239
cea5677a2b, thnx babe  just call me when u finish it....,thnx,positive,morning,0-20,Burundi,11890784,25680.0,463
83508cf4db,wellity! i think ima gonna clean my room :| ****. i need to read a good book. sense and sensibility here we come! BEAT THAT LILY  **,sense and sensibility here we come! BE,positive,night,31-45,Zimbabwe,14862924,386850.0,38
97cc49b422,not in the mood crazii crazii highly upset now with everything & everybody,upset,negative,night,31-45,United Kingdom,67886011,241930.0,281
d1c502c42b,Geocaching.com seems to have a huge delay delivering Pocket Queries,huge delay,negative,noon,60-70,Guinea-Bissau,1968001,28120.0,70
c76a3f4110,  why?,why?,neutral,night,31-45,Peru,32971854,1280000.0,26
74be5dc362,So slpy 2day  zzzz,So slpy 2day  zzzz,neutral,morning,46-60,Georgia,3989167,69490.0,57
e301efe3ee,I actually drove in today - no incidents to report  to quote Ice Cube - Today was a good day,#NAME?,positive,night,70-100,Croatia,4105267,55960.0,73
25aa6711e2,i`ll do follow friday a little later on...i`m busy taking over this lady`s job.,i`ll do follow friday a little later on...i`m busy taking over this lady`s job.,neutral,morning,46-60,Georgia,3989167,69490.0,57
02f0c7077c,Happy Mother`s Day! I love my mommy,Happy,positive,morning,46-60,Tajikistan,9537645,139960.0,68
55c858a306,_mraz http://twitpic.com/4iq19 - popcorn crazy dude and still adorable,still adorable,positive,night,70-100,Antigua and Barbuda,97929,440.0,223
965439fd9d,Pooping in a Pennsylvania rest stop!  I hate using public toilets,I hate using public toilets,negative,night,70-100,Lesotho,2142249,30360.0,71
ccc1ac7300,"thanks 2 become my friend,twitter..  selalu ada ruang untuk sahabat",thanks,positive,night,31-45,Guyana,786552,196850.0,4
b4410b1922, lol. No new diet plan...ran late for wrk so didn`t hav a chance to make lunch. I ate a lot when I got hm!,lol. No new diet plan...ran late for wrk so didn`t hav a chance to make lunch. I ate a lot when I got hm!,neutral,night,31-45,South Africa,59308690,1213090.0,49
6160c0dfa4, ...hey danny .. did u run already ???    hope you have a good day ;)   i love you !!!!,??    hope you have a good day ;)   i love,positive,noon,21-30,Bangladesh,164689383,130170.0,1265
5efd224f4e,happy mothers day to all   im off to spend the day with my family,happy,positive,morning,0-20,Indonesia,273523615,1811570.0,151
e6743c4cc8,my thumb hurts after breaking the nail....,hurts,negative,morning,0-20,Micronesia,115023,700.0,164
7603581410,"Last night, bad guys tried to enter in my garden . I was alone and I really got scared. Now, i feel really stupid. NOT FUNNY",scared.,negative,morning,46-60,Ireland,4937786,68890.0,72
89d4f25694,_nation just launched twittix v1.10 - not convinced,not convinced,negative,morning,0-20,Eritrea,3546421,101000.0,35
3fe664b330, it was an adventure to say the least. I`ve been to nicer parts of Norf London but will stick with the south for today,it was an adventure to say the least. I`ve been to nicer parts of Norf London but will stick with the south for today,neutral,noon,21-30,Cameroon,26545863,472710.0,56
b2f2f7e88a,it`s midnight.,it`s midnight.,neutral,night,31-45,Namibia,2540905,823000.0,3
0e31b481b5,sighs. where`s my candy,sighs.,negative,morning,46-60,Ukraine,43733762,579320.0,75
2ccf8c3df9,My Blackberry`s got a fatty (battery)  guess we`re kinda in the same boat huh  ?,My Blackberry`s got a fatty (battery)  guess we`re kinda in the same boat huh  ?,neutral,noon,60-70,Switzerland,8654622,39500.0,219
546a335f80, You charmer   Do you like football too?,You charmer   Do you like football too,neutral,night,70-100,Portugal,10196709,91590.0,111
9a2173000b,"All in all, a good weekend",good,positive,night,70-100,Burkina Faso,20903273,273600.0,76
c2d5ea7e5c,Watching French Open tennis - sad to see Venus make an early exit this morning!,sad,negative,night,31-45,Jordan,10203134,88780.0,115
f6222adb22, I wish I was going to Internet Week,I wish,positive,night,31-45,Turkey,84339067,770000.0,110
93bd3f9324, ohhhhh with ya,ohhhhh with ya,neutral,noon,60-70,Mauritius,1271768,2030.0,626
939823c9f7,Just thinking that it will all pay off in the end.,Just thinking that it will all pay off in the end.,neutral,morning,46-60,Lithuania,2722289,62700.0,43
365cb24559,I Need a freaking adventure.,I Need a freaking adventure.,neutral,noon,21-30,Gabon,2225734,257670.0,9
5.37E+14, we are all so proud of you! I am seriously thinking of joining you next year. Got to get training,we are all so proud of you!,positive,morning,46-60,Central African Republic,4829767,622980.0,8
4e9926bde5,finally leaving this place! woohoo! school time!,finally leaving this place! woohoo! school time!,positive,noon,60-70,Bhutan,771608,38100.0,20
461d51d64e, I guess  cant request  the same song though,I guess  cant request  the same song thoug,neutral,noon,60-70,Costa Rica,5094118,51060.0,100
032c6749a4,Then me disliking you is a rumor!  cyndi! What made it look like i didn`t like you?,disliking,negative,night,70-100,Antigua and Barbuda,97929,440.0,223
0293e55c94,"Sadly, the time has come to put my mom in a home","Sadly, the time has come to put my mom in a home",negative,morning,0-20,Ireland,4937786,68890.0,72
631837c7c6,"i just saw a baby dove fall from a tree, break its neck and die  i tried to save it and couldnt. what a cruel world",die,negative,night,70-100,Equatorial Guinea,1402985,28050.0,50
babe8ab5bf,I am so sad... How come Pooch Hall from The Game has not accepted my friend request on Facebook Yet,I am so sad...,negative,morning,46-60,Hungary,9660351,90530.0,107
db01ffbc9f, http://twitpic.com/4hsd2 - Weheyyyy   We give thanks for MIDI keyboards,ve thank,positive,noon,21-30,Armenia,2963243,28470.0,104
1c5088ffee,"Just potted some geraniums then talked to the grandkids, well Maddie - Jack was outside playing.  I sure miss `em!!!",I sure miss `em!!!,negative,noon,21-30,Guinea-Bissau,1968001,28120.0,70
38c5df766b,None of the people I talk to in my P.E. class are here  I`m going to be so bored all period.,None of the people I talk to in my P.E. class are here  I`m going to be so bored all period.,negative,noon,21-30,Cameroon,26545863,472710.0,56
1440b11d65,  thanks hun!! I`m working hard over here...  thanks mama!! I yuhh you!!!,..  thanks,positive,morning,46-60,Timor-Leste,1318445,14870.0,89
871ca31b14,http://wave.google.com/ <3 Google ... wish they`d spend a bit more time adding bits to Chrome though,wish,positive,night,31-45,Turkey,84339067,770000.0,110
2271539c78, my tvs not working  i wanna watch vhits :`(,tvs not working,negative,night,31-45,Ghana,31072940,227540.0,137
0c5f97e393,Sweat is just not cute.  Unfortunately I haven`t figured out how to work out without sweating. BOO.,Sweat is just not cute.,negative,morning,46-60,Nigeria,206139589,910770.0,226
bc3c96fe22,recapping on britains got talent. britain seems more talented than america,more talented,positive,noon,60-70,Armenia,2963243,28470.0,104
935ede61b1,Gossip girl & pizza on the way = thank you to my lil babe,thank you to my lil babe,positive,morning,0-20,Ireland,4937786,68890.0,72
52618a6457, I know.  I have such guilt associated with picking winners.,h guilt,negative,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67
fcc9210884,Is sat in her PJs drinking tea and watching the Politics Show. Lovely,Lovely,positive,morning,0-20,Nigeria,206139589,910770.0,226
153b7c3b9d, why windows vista,why windows vista,neutral,morning,0-20,Qatar,2881053,11610.0,248
80a43d94a8," Hey JK...Wish Evenlyn a Happy Mothers Day tomora for me..I had a Great Day, my gift will be tickets to see ya`s ere in Oz",Happy,positive,night,70-100,Liechtenstein,38128,160.0,238
8fcb13f08d, and sorry that sounded like a 13 year old texting!!! Just tried TweetShrinking built into Tweed Deck  Just another cool feature.,and sorry that sounded like a 13 year old texting!!! Just tried TweetShrinking built into Tweed Deck  Just another cool feature.,neutral,morning,0-20,Democratic Republic of the Congo,89561403,2267050.0,40
24e75aa425,http://twitpic.com/4whaf Tonight`s art show was a success.,how was a success.,positive,noon,21-30,Israel,8655535,21640.0,400
4c7c511365, i was in front of u the other day i waved and u didnt  off to eddie izzard now!,i was in front of u the other day i waved and u didnt  off to eddie izzard now!,neutral,night,31-45,North Macedonia,2083374,25220.0,83
5dc09b7c91,Going downstairs for more coffee and socialising  Wow... Only 4:16?.. Gives me time for French later,socialising  Wow.,positive,morning,46-60,Guinea,13132795,246000.0,53
2b945b9f57,is a bit tired. I blame the rain.  http://plurk.com/p/x2jc9,tired.,negative,night,70-100,Zimbabwe,14862924,386850.0,38
218ff7a436,man.. it`s starting to rain real hard..,hard..,negative,night,31-45,Sierra Leone,7976983,72180.0,111
5f3241d6df," **** dude... dia 06, 20 e 27 eu tenho curso na DRC  flash expert...",****,negative,noon,21-30,Kyrgyzstan,6524195,191800.0,34
e5f20382af,So I`m REALLY considering it at the moment  Same days but even more money. Harder work though but can`t imagine harder than I do now.,Harder,negative,night,70-100,Jordan,10203134,88780.0,115
85ed4ae17e,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.,Refreshed,positive,night,31-45,Australia,25499884,7682300.0,3
5aa4668397,my mum thought that my brother laughing was the cat about the throw up... smooth,my mum thought that my brother laughing was the cat about the throw up... smooth,neutral,night,70-100,Comoros,869601,1861.0,467
b6ddf12ad0,Yay finished my journal. Gonna go sleep now. Church tomorrow. Yay!  don`t forget it`s MOTHERS DAY!,Yay,positive,morning,46-60,Cuba,11326616,106440.0,106
cb6b2e4508," okay, thanks!",thanks!,positive,night,31-45,Netherlands,17134872,33720.0,508
0672fcd061, i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh,i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh,neutral,morning,46-60,Micronesia,115023,700.0,164
599be6b21b,good morning everyone! hope you al have a lovely sunday!  (and i do hope it doesnt rain tomorrow :|),hope you al have a lovely,positive,night,70-100,Belize,397628,22810.0,17
275355d0ba,About to embark on a large tour of bars for a project.  Hopefully I won`t die from alcohol poisoning,Hopefully,positive,night,70-100,Maldives,540544,300.0,1802
47105d9153, ill check that out,ill check that out,neutral,morning,0-20,Eritrea,3546421,101000.0,35
cdb40ecdae,"gotta get used to pocketwit now, **** you twikini","gotta get used to pocketwit now, **** you twikini",neutral,night,70-100,Laos,7275560,230800.0,32
36c99e25a4, i changed my mind dammit!! a Tsar can change his mind at any time without no prior notice,dammit!,negative,night,31-45,Syria,17500658,183630.0,95
d057a2fa88,trying to plan a huge birthday party by myself,trying to plan a huge birthday party by myself,neutral,morning,0-20,Nauru,10824,20.0,541
dbd9d243f6,I dont wanna get out of bed i wanna go back to sleep.. i have to open the store at work though,I dont wanna get out of bed i wanna go back to sleep.. i have to open the store at work though,neutral,morning,0-20,Norway,5421241,365000.0,15
2fdbe40c03,grr...everytime he gets a new girlfriend..I`m at the bottom of the totem pole,I`m at the bottom of the totem pole,negative,morning,46-60,Jamaica,2961167,10830.0,273
a0d6b5cd94,**** the day flies when u got 3647 things to do and only 8 hours to do it in!!,**** the day flies when u got 3647 things to do and only 8 hours to do it in!!,negative,morning,0-20,Timor-Leste,1318445,14870.0,89
64ef4a7f47, The party has to be moved to next weekend  ..stupid weather.,..stupid weather.,negative,morning,46-60,Mozambique,31255435,786380.0,40
f87e40a91b,"i really want to marry leighton meester. ****, can`t take my eyes of her.","****,",negative,noon,21-30,Mauritius,1271768,2030.0,626
2d2c1adca0, um...how long has it been since you slept?? startin to worry over here.. well i hope you are having fun... lots of love to you,startin to worry over here.. well i hope you are having fun... lots of love to you,neutral,noon,60-70,Guinea-Bissau,1968001,28120.0,70
6feeed89d9,_Jo my mask is non-existent at the mo  Charis didn`t send me one & I haven`t been bothered to make one! I`m wearing boy clothes!,bothered,positive,noon,21-30,Venezuela,28435940,882050.0,32
818996ad8d,So my life has come down to nothing more then making choices ill only regret later,regret,negative,morning,46-60,United States of America,331002651,9147420.0,36
4591960200,"Yeah, it was a silly mistake. At the end of a long day, etc etc. They were brand new pliers too","Yeah, it was a silly mistake.",negative,night,70-100,Morocco,36910560,446300.0,83
4b753f1f38,is celebrating her 21st birthday,is celebrating her 21st birthday,neutral,noon,60-70,Botswana,2351627,566730.0,4
5ebd021c3b,Day 8 of the 30 Day Shred and Day 5 of Special K Challenge... I feel fantastic.,fantastic.,positive,morning,0-20,Ireland,4937786,68890.0,72
9b548138f9, what about me?,what about me?,neutral,noon,21-30,Azerbaijan,10139177,82658.0,123
5a49b3b478, A week away from 21 huh!? So what do you wanna sip on - I got `cha! Shhh... we won`t tell  Love you!,Love,positive,night,31-45,Honduras,9904607,111890.0,89
ea7a934158," Good to hear! I got a bit of a tan today too, which is unheard of for me- I am SO pasty white all the time.  Mostly I freckle.","Good to hear! I got a bit of a tan today too, which is unheard of for me- I am SO pasty white all the time.  Mostly I freckle.",neutral,night,70-100,Ecuador,17643054,248360.0,71
98e834b2fa,Ughh. That Miley creature song has infested itself in my brain!,Ughh.,negative,noon,21-30,Lebanon,6825445,10230.0,667
3391184efc,loves the nice weather and 7:30 exams,loves,positive,morning,46-60,Georgia,3989167,69490.0,57
0346c4f66f," Don`t forget Nash, how disappointing as a Suns fan",disappointing,negative,noon,60-70,Tuvalu,11792,30.0,393
33b0e3a601,Twenty minutes on a **** call you would think that the person would mention there is already a trouble ticket investigating the issue,Twenty minutes on a **** call yo,negative,noon,21-30,Kyrgyzstan,6524195,191800.0,34
d7acbba9aa," no I won`t honey I got mad yrs to go , why am I crazy?",mad,negative,night,70-100,Barbados,287375,430.0,668
55b3fcc26b,"I have drunk hickups. I had a pretty laid back, great night. But I still can`t help but be mad about the situation I put myself in","I have drunk hickups. I had a pretty laid back, great night. But I still can`t help but be mad about the situation I put myself in",neutral,night,31-45,Pakistan,220892340,770880.0,287
09b5bef434," hey, I can`t make it to Makers tonight","hey, I can`t make it to Makers tonight",neutral,night,70-100,Portugal,10196709,91590.0,111
8.33E+97, Thanks! I know.,Thanks!,positive,noon,21-30,Dominican Republic,10847910,48300.0,225
d26317952f,Oh MAN !! I was going to connect my old school Nintendo to play mario games. And is not in the bag I gotta search for it.,Oh MAN !!,negative,morning,46-60,Egypt,102334404,995450.0,103
31684403d9," I`ll try that, thanks",thanks,positive,night,31-45,Panama,4314767,74340.0,58
d172a626ff," AWESOME! It feels very fulfilling, doesn`****?  I`m gonna work on SOOOO many people over the summer! Totally excited!",AWESOME!,positive,morning,0-20,Trinidad and Tobago,1399488,5130.0,273
9a17a2e90a, http://twitpic.com/66wxk - SO jealous right now!!!hate new england weather,jealous,negative,morning,46-60,Kuwait,4270571,17820.0,240
4bdcab31a5,i`m really tired today!!,i`m really tired today!!,negative,morning,0-20,Hungary,9660351,90530.0,107
772420f0e0,: psh...didn`t even pay for me though,: psh...didn`t even pay for me though,negative,night,70-100,Peru,32971854,1280000.0,26
14ac15e57c,Oh my gosh! My hair is so short! I miss my long hair!,miss,negative,noon,60-70,Luxembourg,625978,2590.0,242
2b092b0dd0,_**** i`m just about to start the second one  theres only two up yeah?,i`m just about to start the second one  theres only two up yeah?,neutral,morning,0-20,Vanuatu,307145,12200.0,25
304e22e329,i called kris he didn`t pick up i feel really bad ha ha,i feel really bad ha ha,negative,night,70-100,Monaco,39242,1.0,26337
31a90a1a55, lady thinks shes watching scrubs... delusional.  shes bailing on our plans,delusional.,negative,night,31-45,North Macedonia,2083374,25220.0,83
c6a48bcc9c,"@_laertesgirl Ohh of course. She did stop once though, end of Dream. John Woodvine & Zoe Thorne, only ones not signed my programme","@_laertesgirl Ohh of course. She did stop once though, end of Dream. John Woodvine & Zoe Thorne, only ones not signed my programme",neutral,noon,21-30,Bulgaria,6948445,108560.0,64
b97d1299b8, Hi  Im Better... Drinking Hot Tea With honey ^^ ... Thanks... Take Care Plis,Hi  Im Better... Drinking Hot Tea With honey ^^ ... Thanks... Take Care Plis,positive,noon,60-70,Iceland,341243,100250.0,3
34fc124590,"Final thought for the day, does deodorant really make your lungs bleed when inhaled constantly? Certain females paranoid about BO","Final thought for the day, does deodorant really make your lungs bleed when inhaled constantly? Certain females paranoid about BO",neutral,night,31-45,Guatemala,17915568,107160.0,167
88dc8f2531, haha..i wont  well il try not..lol... night chick..xxxxx,haha.,positive,morning,0-20,Sri Lanka,21413249,62710.0,341
5b2e555419,"Meeting went well last night.They shot promo to air this weekend on MTV. i tried to hide but I was too close, I think they caught me.","Meeting went well last night.They shot promo to air this weekend on MTV. i tried to hide but I was too close, I think they caught me.",neutral,night,70-100,Cabo Verde,555987,4030.0,138
18180bb2ec,     Good morning to you !  Its so pretty outside today,Its so pr,positive,night,70-100,Algeria,43851044,2381740.0,18
